"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 15 17:31:09 IST 2024","Wed May 15 17:31:42 IST 2024","32306","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerExportDataPermissionAllowUserToMail","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerExportDataPermissionAllowUserToMail","userRolesModifyManagerExportDataPermissionAllowUserToMail","userRolesModifyManagerExportDataPermissionAllowUserToMail","Test Description: Here we are verifying whether we are able to mail "
"passed","Tue May 14 14:34:37 IST 2024","Tue May 14 14:34:44 IST 2024","6986","Suite","ie","net.testcases_superadmin.PatitionManagerWithManyEmails","net.testcases_superadmin.PatitionManagerWithManyEmails","patitionManagerWithManyEmails","patitionManagerWithManyEmails","Test Description:partition manager with many email validation"
"passed","Tue May 14 14:31:48 IST 2024","Tue May 14 14:32:09 IST 2024","21193","Suite","ie","net.testcases_superadmin.CustomAdapterAdd","net.testcases_superadmin.CustomAdapterAdd","customAdapterAdd","customAdapterAdd","Test Description: Custom Adapter add"
"passed","Wed May 15 12:16:10 IST 2024","Wed May 15 12:16:57 IST 2024","47396","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesAddNewMemberDelete","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesAddNewMemberDelete","userRolesAddNewMemberDelete","userRolesAddNewMemberDelete","Test Description: In This test case we are verifying the user role member delete functionality "
"passed","Tue May 14 14:38:27 IST 2024","Tue May 14 14:38:35 IST 2024","7756","Suite","ie","net.testcases_superadmin.GlobalLanguageModify","net.testcases_superadmin.GlobalLanguageModify","globalTimeZoneActive","globalTimeZoneActive","Test Description: Global Language modification validation"
"passed","Wed May 15 12:36:48 IST 2024","Wed May 15 12:37:49 IST 2024","61046","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesBulkUpdate","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesBulkUpdate","userRolesBulkUpdate","userRolesBulkUpdate","Test Description: Here we are verifying the bulk update done in user role "
"passed","Tue May 14 14:51:05 IST 2024","Tue May 14 14:51:58 IST 2024","52844","validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateAdd","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateAdd","workTemplateAdd","Add the WorkTemplate and validate if it has been successfully added.","Add the WorkTemplate and validate if it has been successfully added."
"passed","Wed May 15 17:03:08 IST 2024","Wed May 15 17:03:21 IST 2024","12861","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu.ValidateActionLogoutAuditTrail","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu.ValidateActionLogoutAuditTrail","actionLogout","Audit Trail actionLogout.","Audit Trail actionLogout."
"passed","Tue May 14 14:36:22 IST 2024","Tue May 14 14:36:32 IST 2024","10016","Suite","ie","net.testcases_superadmin.GlobalSettingCoreServiceForGoalNotificationRange","net.testcases_superadmin.GlobalSettingCoreServiceForGoalNotificationRange","globalSettingCoreServiceForGoalNotificationRange","globalSettingCoreServiceForGoalNotificationRange","Test Description: Global Settings Core service for Goal notification validation"
"passed","Wed May 15 10:41:03 IST 2024","Wed May 15 10:41:13 IST 2024","9413","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy.HierarchyStructureCRUD","net.testcases_worktimemodule.BusinessHierarchy.HierarchyStructureCRUD","hierarchyStructureCRUD","Hierarchy Structure CRUD","Hierarchy Structure CRUD"
"passed","Tue May 14 14:37:22 IST 2024","Tue May 14 14:37:33 IST 2024","10590","Suite","ie","net.testcases_superadmin.GlobalSettingsEmailServerSave","net.testcases_superadmin.GlobalSettingsEmailServerSave","globalSettingsEmailServerSave","globalSettingsEmailServerSave","Test Description: Global Settings Email server save validation"
"passed","Tue May 14 14:39:55 IST 2024","Tue May 14 14:40:29 IST 2024","33405","Suite","ie","net.testcases_superadmin.DataComponentsSorting","net.testcases_superadmin.DataComponentsSorting","dataComponentsSorting","dataComponentsSorting","Test Description: data components download validation "
"passed","Tue May 14 17:55:31 IST 2024","Tue May 14 17:55:49 IST 2024","18740","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationCURD","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationCURD","softwareDefinitation","SoftwareDefinitation CURD","Software Definitation CURD"
"passed","Wed May 15 17:08:50 IST 2024","Wed May 15 17:09:28 IST 2024","38113","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerAllowUserToExportDataPDF","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerAllowUserToExportDataPDF","userRolesModifyManagerAllowUserToExportDataPDF","userRolesModifyManagerAllowUserToExportDataPDF","Test Description: Here we are verifying the permission to allow User to export data pdf "
"passed","Tue May 14 14:30:37 IST 2024","Tue May 14 14:31:18 IST 2024","41182","validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateDefineDayTypesDelete","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateDefineDayTypesDelete","defineDayTypeDelete","Delete the WorkTemplate DefineDayType and validate if it has been successfully Deleted.","Delete the WorkTemplate DefineDayType and validate if it has been successfully Deleted."
"passed","Tue May 14 17:58:11 IST 2024","Tue May 14 17:58:20 IST 2024","9046","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.WorkStationExcelExport","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.WorkStationExcelExport","workStationGroups","WorkStation Excel Export","WorkStation Excel Export"
"passed","Tue May 14 14:37:56 IST 2024","Tue May 14 14:38:04 IST 2024","7662","Suite","ie","net.testcases_superadmin.GlobalLanguageActiveAndInactive","net.testcases_superadmin.GlobalLanguageActiveAndInactive","globalTimeZoneActive","globalTimeZoneActive","Test Description: Global Language active and inactive validation"
"passed","Tue May 14 17:58:39 IST 2024","Tue May 14 17:58:45 IST 2024","6424","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.WorkStationGroupsClear","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.WorkStationGroupsClear","workStationGroups","WorkStation GroupsClear","WorkStation GroupsClear"
"passed","Tue May 14 14:35:07 IST 2024","Tue May 14 14:35:21 IST 2024","13794","Suite","ie","net.testcases_superadmin.GlobalSettingCoreServicRequiredFields","net.testcases_superadmin.GlobalSettingCoreServicRequiredFields","globalSettingCoreServicRequiredFields","globalSettingCoreServicRequiredFields","Test Description: Global Settings core service requied field validation"
"passed","Wed May 15 12:10:24 IST 2024","Wed May 15 12:11:04 IST 2024","39788","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesAddNewManager","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesAddNewManager","userRolesAddNewManager","userRolesAddNewManager","Test Description: In This test case we are downloading the excel and validating few data "
"passed","Wed May 15 17:03:21 IST 2024","Wed May 15 17:03:42 IST 2024","20216","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu.ValidateActionServiceAuditTrail","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu.ValidateActionServiceAuditTrail","actionService","Audit Trail actionService.","Audit Trail actionService."
